"Age","Used.Last.Month.Cosmetics","Used.Last.Month.Perfumes","Used.Last.Month.Skincare","Purchase.Frequency.Cosmetics","Purchase.Frequency.Perfumes","Purchase.Frequency.Skincare","POS.Department.Stores","POS.Boutiques","POS.Duty.Free","POS.Online","Purchase.Amount.Cosmetics","Purchase.Amount.Perfumes","Purchase.Amount.Skincare","Purchase.Touchpoint.Friends.and.Family.Cosmetics","Purchase.Touchpoint.Friends.and.Family.Perfumes","Purchase.Touchpoint.Friends.and.Family.Skincare","Purchase.Touchpoint.Magazines.Cosmetics","Purchase.Touchpoint.Magazines.Perfumes","Purchase.Touchpoint.Magazines.Skincare","Purchase.Touchpoint.Web.Sites.and.Blogs.Cosmetics","Purchase.Touchpoint.Web.Sites.and.Blogs.Perfumes","Purchase.Touchpoint.Web.Sites.and.Blogs.Skincare","Purchase.Touchpoint.POS.Cosmetics","Purchase.Touchpoint.POS.Perfumes","Purchase.Touchpoint.POS.Skincare","Purchase.Touchpoint.Social.Media.Cosmetics","Purchase.Touchpoint.Social.Media.Perfumes","Purchase.Touchpoint.Social.Media.Skincare","Purchase.Touchpoint.TV.Cosmetics","Purchase.Touchpoint.TV.Perfumes","Purchase.Touchpoint.TV.Skincare","Purchase.Touchpoint.OOH.Cosmetics","Purchase.Touchpoint.OOH.Perfumes","Purchase.Touchpoint.OOH.Skincare","Purchase.Touchpoint.Online.Display.Cosmetics","Purchase.Touchpoint.Online.Display.Perfumes","Purchase.Touchpoint.Online.Display.Skincare","Activity.Frequency.Restaurants","Activity.Frequency.Movie.Theater","Activity.Frequency.Theater.and.Shows","Activity.Frequency.Bars.and.Night.Clubs","Activity.Frequency.Excercise","Actitude.Luxury.Category","Actitude.Luxury.Purchases","Actitude.Tendencies.Cosmetics","Actitude.Tendencies.Perfumes","Actitude.Tendencies.Skincare","Brand.Identification.Cosmetics","Brand.Identification.Perfumes","Brand.Identification.Skincare","Purchase.Chanel.Cosmetics","Purchase.Chanel.Perfumes","Purchase.Chanel.Skincare","Marital.Status","Motherhood.Status","Educational.Level","Occupation","Socioeconomic.Status"
44,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,2000,500,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,15,30,90,30,7,"Exclusividad","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Chanel","No. 5","Chanel","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
43,"Sí","Sí","Sí",1,6,1,1,1,0,0,500,2000,500,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,15,15,30,15,7,"Exclusividad","Me gustan los placeres de la vida","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","J'adore","Biotherm","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","EMPLEADA",1
51,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,2000,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,30,90,90,7,"Prestigio","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Dior","Coco Mademoiselle","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
43,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,2000,500,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,15,90,7,0,"Calidad excepcional","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","J'adore","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
45,"Sí","Sí","Sí",6,12,3,1,0,0,0,500,500,500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,90,0,90,7,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","Cool Water","Lancomê","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
27,"Sí","Sí","Sí",3,6,1,1,0,0,0,500,3500,500,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,7,30,30,7,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","opium","Lancomê","No","Sí","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
52,"Sí","Sí","Sí",3,6,3,0,0,0,1,500,2000,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,15,90,0,7,"Un precio alto","Me gusta sentirme bien","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","CH","natura","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","AMA DE CASA",2
29,"Sí","Sí","Sí",3,6,1,1,0,1,1,500,2000,2000,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,15,30,90,15,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","Guilty","Clinique","No","Sí","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",1
41,"Sí","Sí","Sí",12,6,3,1,1,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,30,90,90,90,"Un precio alto","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Dior","Cool Water","Clinique","No","Sí","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
33,"Sí","Sí","Sí",3,1,1,1,0,1,0,500,500,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,30,90,0,0,"Un precio alto","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Clinique","Guilty","Biotherm","No","No","No","Divorciada/Separada","Sí","Báscio / Ensino Fundamental","AMA DE CASA",2
28,"Sí","Sí","Sí",3,6,12,1,0,0,0,500,500,500,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,30,15,7,7,7,"Un precio alto","He trabajado duro para tenerlos","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","CH","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
22,"Sí","No","Sí",6,6,1,1,1,0,0,500,2000,2000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,30,15,90,15,7,"Exclusividad","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Clinique","J'adore","Clinique","Sí","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",2
51,"Sí","No","Sí",12,0,6,1,0,0,0,500,500,500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,15,0,0,0,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","Acqua di Gioia","Estée Lauder","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
32,"Sí","Sí","Sí",1,1,1,1,1,1,1,3500,2000,3500,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,7,7,7,7,7,"Exclusividad","Estoy acostumbrada a ellos","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Estée Lauder","giorgio armani","Estée Lauder","Sí","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
23,"Sí","Sí","Sí",6,6,3,1,0,0,1,2000,3500,2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90,30,90,15,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","212 VIP","Clinique","Sí","No","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
43,"Sí","Sí","Sí",3,3,3,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,30,0,0,90,"Un precio alto","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","212 VIP","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
44,"Sí","Sí","Sí",1,6,1,0,0,0,1,500,500,500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,30,15,15,7,"Exclusividad","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Otra. ¿Cuál?","Volare","Oriflame","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
35,"Sí","Sí","Sí",6,12,3,1,1,0,0,500,3500,2000,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,30,30,0,30,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Dior","J'adore","Clinique","No","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
45,"Sí","Sí","Sí",3,6,1,1,0,0,0,500,2000,2000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,30,90,90,7,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","paloma picasso","Biotherm","Sí","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
31,"Sí","Sí","Sí",1,6,1,1,1,0,0,2000,3500,2000,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,30,90,15,0,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","Coco Mademoiselle","Estée Lauder","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
27,"Sí","Sí","Sí",1,12,3,1,0,0,0,500,2000,500,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,7,30,0,30,7,"Exclusividad","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","bulgari","vivhy","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
46,"Sí","Sí","Sí",1,6,3,1,0,0,0,500,2000,3500,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,15,90,30,7,"Calidad excepcional","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","yellow diamond versase","Clinique","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
45,"Sí","Sí","Sí",1,6,3,1,0,0,0,500,2000,2000,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,15,30,0,30,0,"Exclusividad","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","MAC","kenzo","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
46,"Sí","Sí","Sí",3,6,1,1,0,0,0,2000,2000,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,15,15,30,7,"Exclusividad","He trabajado duro para tenerlos","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Estée Lauder","J'adore","Estée Lauder","Sí","Sí","Sí","Soltera","Sí","Licenciatura / Ensino Superior","EMPLEADA",2
40,"Sí","Sí","Sí",12,12,12,1,0,0,0,500,2000,2000,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,90,0,7,"Un precio alto","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","tous touch","Decleor","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
27,"Sí","Sí","Sí",3,6,3,0,1,0,1,500,500,500,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,30,15,0,0,7,"Calidad excepcional","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","Acqua di Gioia","Estée Lauder","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","AMA DE CASA",1
29,"Sí","Sí","Sí",1,1,1,1,1,0,0,2000,2000,2000,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,7,30,15,90,7,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Clinique","212 VIP","Clinique","Sí","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","ESTUDIANTE",1
31,"Sí","Sí","Sí",1,3,1,1,1,1,1,500,500,500,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,15,15,90,30,7,"Exclusividad","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","MAC","212 VIP","Clinique","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
40,"Sí","Sí","Sí",1,1,1,1,0,0,0,500,2000,500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,7,7,30,7,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","CH","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
48,"Sí","Sí","Sí",3,3,1,1,1,0,0,2000,3500,3500,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,7,15,30,15,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Dior","212 VIP","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
42,"Sí","Sí","Sí",1,3,3,0,0,0,1,500,2000,500,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,90,0,0,7,"Exclusividad","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","odela renta","Biotherm","No","No","No","Soltera","No","Báscio / Ensino Fundamental","PROFESIONISTA",1
48,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,90,90,7,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","No. 5","Lancomê","No","Sí","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
43,"Sí","Sí","Sí",3,12,1,1,0,0,0,500,2000,500,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,7,30,30,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","Coco Mademoiselle","Estée Lauder","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
44,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,30,30,30,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","Happy","Clinique","Sí","No","No","Casada","Sí","Licenciatura / Ensino Superior","EMPLEADA",2
45,"Sí","Sí","Sí",12,12,6,1,0,0,0,500,500,500,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,90,90,90,90,7,"Un precio alto","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Clinique","Cool Water","Clinique","No","No","No","Soltera","No","Báscio / Ensino Fundamental","AUTOEMPLEADA",1
42,"Sí","Sí","Sí",3,3,1,1,0,0,0,500,2000,2000,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,15,30,90,90,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","J'adore","Lancomê","No","Sí","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
34,"Sí","Sí","Sí",3,1,1,1,0,0,1,2000,2000,500,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,15,7,30,15,15,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","CH","Clarins","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
41,"Sí","Sí","Sí",6,12,3,1,0,0,1,500,2000,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,90,90,30,7,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","Happy","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
38,"Sí","Sí","Sí",3,6,1,1,1,0,0,500,500,500,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,90,90,0,0,7,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","No. 5","Lancomê","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
25,"Sí","Sí","Sí",6,6,12,1,0,0,0,500,2000,500,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,15,15,90,30,7,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","Coco Mademoiselle","Clarins","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
39,"Sí","Sí","Sí",3,6,3,1,0,1,1,500,2000,500,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,7,30,90,30,7,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","212 VIP","Lancomê","Sí","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
22,"Sí","Sí","Sí",1,3,1,1,1,0,1,500,2000,500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,30,90,15,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","Happy","Lancomê","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
43,"Sí","Sí","Sí",3,6,1,1,0,0,1,500,2000,500,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,7,7,15,15,7,"Calidad excepcional","Me gusta ser diferente","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","212 VIP","Clinique","No","Sí","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
30,"Sí","Sí","Sí",3,12,6,0,0,1,0,500,2000,500,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,30,30,0,90,0,"Calidad excepcional","Me gustan los placeres de la vida","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","MAC","victoria secret","jafra","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
40,"No","Sí","Sí",3,6,1,1,0,0,0,500,2000,500,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,15,7,90,15,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","Nina Ricci","Eternelle","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
33,"Sí","Sí","Sí",6,3,1,1,0,0,1,500,500,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,7,30,90,7,"Calidad excepcional","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Dolcce and Gabbana","Biotherm","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",1
